Metal,PMID,Journal,Title,Abstract,Year,Dose (ppm),Country,Organs,Species
Mercury,36827813,Environ Int,Periconceptional maternal diet quality influences blood heavy metal concentrations and their effect on low birth weight: the Japan Environment and Children's Study.,"BACKGROUND: Both poor maternal nutrition and toxic heavy metal exposure influence foetal growth and development. However, whether consumption of a variety of healthy foods modifies the association between prenatal heavy metal exposure and foetal growth is unknown. OBJECTIVE: We examined whether long-term maternal diet quality in periconception modifies the associations between maternal circulating concentrations of heavy metals and foetal growth. DESIGN: Data of 72,317 Japanese women who delivered singleton infants was extracted from the Japan Environment and Children's Study. Maternal diet over a 1-year before the first trimester of pregnancy was assessed using a validated food frequency questionnaire, and overall diet quality was determined using the balanced diet score based on the Japanese Food Guide Spinning Top. Maternal whole-blood concentrations of mercury (Hg), lead (Pb) and cadmium (Cd) were measured during the second/third trimester of pregnancy. Bayesian inference of multiple linear regression analysis was performed to evaluate the relationships between maternal diet quality and the blood concentrations of heavy metals; Bayesian logistic regression was used to analyse the risk of low birth weight (LBW; <2,500 g). RESULTS: After controlling for confounders, a high maternal balanced diet score was associated with low concentrations of blood Pb and Cd and high Hg. While all heavy metals assessed were positively associated with LBW risk, a higher maternal balanced diet score was negatively associated with LBW risk. A high-quality maternal diet attenuated the effect of Pb on LBW, an effect that was more marked at high blood Pb concentrations. CONCLUSION: A high-quality, 'well-balanced' diet prior to conception may reduce exposure to some heavy metals and mitigate the elevated risk of LBW associated with prenatal Pb exposure in Japanese mother-child pairs.",2023,,Japan,,Human
Mercury,36823476,Eur J Pediatr,Maternal smoking in pregnancy and blood pressure during childhood and adolescence: a meta-analysis.,"UNLABELLED: Arterial hypertension during childhood or adolescence is rising, and smoking during pregnancy may constitute a modifiable risk factor. This study aims to evaluate the effect of maternal smoking during pregnancy on diastolic (DBP) and systolic blood pressure (SBP) in childhood and adolescence. A bibliographic search was conducted in PubMed, Embase, and CENTRAL databases in March 2022. Meta-analysis was performed with the difference in mean-adjusted SBP/DBP of children and adolescents aged 3-17 years, according to maternal smoking/non-smoking in pregnancy. A random effects model was applied; a leave-one-out analysis and meta-analysis by subgroups were performed. A modified Newcastle-Ottawa scale was used to assess the quality of the studies. Evidence levels were rated using the GRADE system. Fifteen studies were included in the meta-analysis; all of them evaluated the mean-adjusted SBP difference in children or adolescents (N = 73,448), and 6 also that of DBP (N = 31,459). Results showed that maternal smoking during pregnancy significantly increased SBP (β = 0.31 mmHg 95% CI 0.14-0.49). A greater increase in mean-adjusted SBP was observed in those studies that completed the recruitment before 1990, were conducted in non-European countries, used standard mercury or manual sphygmomanometry, adjusted for birth weight, and were in the lowest quality subgroup. No significant association was found for DBP. The GRADE level of evidence was low for SBP and very low for DBP. CONCLUSION: Smoking in pregnancy might increase SBP in childhood and adolescence. Due to the low level of evidence, solid inferences cannot be drawn about the clinical relevance of these findings. WHAT IS KNOWN: • AHT is the leading cause of premature death among adults worldwide. • Deleterious effects derived from SHS exposure on children's health have been documented since early 1970. To date, there are contradictory results about the effects of prenatal SHS exposure on children's BP. WHAT IS NEW: • Smoking in pregnancy may increase SBP during childhood and adolescence. • Maternal smoking during pregnancy could have greater influence on their offspring's SBP than on DBP.",2023,,Spain,,Human
Mercury,36765100,J Expo Sci Environ Epidemiol,Geographic differences in exposures to metals and essential elements in pregnant women living in Suriname.,"BACKGROUND: In Suriname, 20% of pregnancies end in adverse birth outcomes. While prenatal exposure to metals may lead to adverse health outcomes, exposure assessments in Suriname are scant. Environmental contamination from mercury (Hg) used in artisanal goldmining in the Amazonian Interior, and the uncontrolled use of pesticides in suburban regions are of particular concern. OBJECTIVE: This study assessed geographic differences in exposures to metals and essential elements in pregnant Surinamese women. METHODS: This study is a subset (n = 400) of the Caribbean Consortium for Research in Environmental and Occupational Health (CCREOH) cohort study. Sector-field inductively-coupled plasma mass spectrometry was used to determine concentrations of lead (Pb), Hg, selenium (Se), cadmium (Cd), manganese (Mn) and tin (Sn) in whole blood of the pregnant women. High vs. low exposures to Pb and Hg were determined and were based respectively on CDC (3.5 ug/dL) and USEPA (3.5 ug/L) action levels. Differences in geographic exposures were tested with the Mann-Whitney U-test, and differences between blood elemental concentrations and action levels for Pb and Hg with the Wilcoxon signed rank test. The association between demographics and high exposures of Pb and Hg was examined with multivariate logistic regression models. RESULTS: The median concentrations of Pb, Hg and Se (5.08 μg/dL, 7.87 μg/L, and 228.26 μg/L respectively) in Interior women, were higher than the Urban and Suburban regions (p < 0.001), and higher than internationally accepted action levels (p < 0.001). The median concentrations of Mn and Sn found in Suburban women (17.55 and 0.97 ug/L respectively) were higher than Urban and Interior regions (p < 0.02). SIGNIFICANCE: Pregnant women living in Suriname's Amazonian Interior are exposed to Hg and Pb at levels of public health concern. Urgently needed is a comprehensive source characterization assessment and the development, implementation and monitoring of environmental health policies, specifically addressing the chemicals of concern. IMPACT: In a subset of participants enrolled in the CCREOH environmental epidemiology cohort study elevated levels of Hg and Pb were identified. This is the first comprehensive exposure assessment in the Surinamese population. Health concerns include adverse birth- and neurodevelopmental outcomes. Geographic differences require a tailored approach to health intervention and comprehensive source characterization. Future research should ascertain the role of Se as a potential protective factor. Environmental policy development, implementation and monitoring is pivotal to mitigate exposures to these neurotoxicants.",2023,"0.0035, 0.00787, 0.22826, 0.00097",USA,,Human
Mercury,36668736,Toxics,Prenatal Mercury Exposure and Infant Weight Trajectories in a UK Observational Birth Cohort.,"Mercury is highly toxic metal found in trace quantities in common foods. There is concern that exposure during pregnancy could impair infant development. Epidemiological evidence is mixed, but few studies have examined postnatal growth. Differences in nutrition, exposures, and the living environment after birth may make it easier to detect a negative impact from mercury toxicity on infant growth. This study includes 544 mother-child pairs from the Avon Longitudinal Study of Parents and Children. Blood mercury was measured in early pregnancy and infant weight at 10 intervals between 4 and 61 months. Mixed-effect models were used to estimate the change in infant weight associated with prenatal mercury exposure. The estimated difference in monthly weight gain was -0.02 kg per 1 standard deviation increase in Hg (95% confidence intervals: -0.10 to 0.06 kg). When restricted to the 10th decile of Hg, the association with weight at each age level was consistently negative but with wide confidence intervals. The lack of evidence for an association may indicate that at Hg levels in this cohort (median 1.9 µg/L) there is minimal biological impact, and the effect is too small to be either clinically relevant or detectable.",2022,0.0019,Norway,,Human
Mercury,36623421,J Trace Elem Med Biol,Temporal changes of blood mercury concentrations in Chinese newborns and the general public from 1980s to 2020s.,"Mercury (Hg) is a global pollutant that threatens the environment and human health. As a major producer, emitter and consumer of Hg, China is currently taking different measures to curb mercury pollution in accordance with the requirements of the Minamata Convention on Mercury. Blood Hg can reflect the human body's recent exposure to Hg. This review summarized the temporal changes in blood Hg concentrations in newborns and the general public in China from 1980 s to 2020 s. It was shown that the blood Hg concentrations of newborns showed the downward trend, although it was not significant. The general public Hg concentrations showed a trend of first increase and then decrease trend. Most of the cord blood Hg and venous blood Hg concentrations in China were lower than the USEPA reference concentration of 5.8 µg/L. Since low-dose prenatal Hg exposure can affect fetal and neonatal development, continuous attention needs to be paid to reduce maternal and neonatal Hg exposure. The information provided in this review may lay a basis for the effectiveness evaluation on the implementation of Minamata Convention on Mercury.",2023,0.0058,China,,Human
Mercury,36621469,Neurotoxicology,The association of auditory function measures with low-level methylmercury from oceanic fish consumption and mercury vapor from amalgam: The Seychelles Child Development Study Nutrition 1 Cohort.,"BACKGROUND: Some authors have reported that low-level exposure to methylmercury (MeHg) adversely impacts measures of auditory function. These reports, however, are not consistent in their findings. Consequently, we examined auditory function in a population exposed to low-level methylmercury (MeHg) exposure from fish consumption and to mercury vapor (Hg0) from dental amalgams. We analyzed their associations with the participants hearing acuity, absolute and interwave ABR latencies, and otoacoustic emissions (distortion product/DPOAE and click evoked/CEOAE). DESIGN: We administered an audiometry test battery to 246 participants from the Seychelles Child Development Study (SCDS) Nutrition Cohort 1 (NC1) at 9 years of age. The test battery included standard pure-tone audiometry, tympanometry, Auditory Brainstem Responses (ABR) and Distortion Product and Click Evoked Otoacoustic Emissions (DPOAE and CEOAE) testing. We measured prenatal MeHg exposure in maternal hair and postnatal MeHg in children's hair. We approximated prenatal Hg0 exposure using maternal amalgam surface area and postnatal Hg0 using children amalgam surface area. Complete exposure records and audiometric data were available on 210 participants and in them we analyzed the association of MeHg and Hg0 exposures with auditory outcomes using covariate-adjusted linear regression models adjusted for sex and tympanometric pressure. RESULTS: Hg exposures were similar for both sexes. Seven of the 210 evaluable participants examined had either a mild (5) or moderate (2) hearing loss. Four had a mild monaural hearing loss and 3 had either a mild (1) or moderate (2) bilateral hearing loss. No participant had greater than a moderate hearing loss in either ear. Hg exposures were higher in participants with either a mild or moderate hearing loss, but these differences were not statistically significant. Among the 210 with complete data, neither prenatal nor postnatal MeHg nor Hg0 exposure was statistically significantly associated with any of the ABR endpoints (p > 0.05 for all 72 associations). Neither prenatal nor postnatal Hg0 exposure was associated with any of the OAE endpoints (p > 0.05). MeHg exposure was statistically associated with 6 of the 56 DPOAE endpoints (p-values between 0.0001 and 0.023), but none of the 40 CEOAE endpoints. Two of the associations occurred with prenatal MeHg exposures and 1 of those would suggest a beneficial effect. Four of the other associations occurred with postnatal MeHg exposures with only 2 found in left ears of both males and females and the other 2 in the left and right ear of females at only one frequency. CONCLUSION: Overall, these data do not present a clear and consistent pattern to suggest that the auditory system is negatively affected by low-level methylmercury exposure due to dietary consumption of oceanic fish or mercury vapor exposure from dental amalgams.",2023,,USA,,Human
Mercury,36619316,BMJ Nutr Prev Health,"Prenatal mercury exposure, fish intake and child emotional behavioural regulation in the Norwegian Mother, Father and Child Cohort Study.","OBJECTIVE: While maternal fish consumption in pregnancy has consistently been linked to better cognitive and emotional outcomes in children, fish is also a primary source of exposure to methyl mercury (MeHg), which has been linked to poorer child cognitive outcomes. The aim of this study was to evaluate the associations between MeHg exposure, using calculated MeHg exposure from maternal diet and total mercury (Hg) concentration in maternal blood during pregnancy, and child internalising and externalising behaviours at 3 and 5 years of age. DESIGN AND PARTICIPANTS: The study sample comprised 51 238 mother-child pairs in the Norwegian Mother, Father and Child Cohort Study. Data on maternal blood Hg concentration in gestational week 18 were available for a sub-sample of 2936 women. Maternal MeHg exposure from diet was calculated from a validated Food Frequency Questionnaire answered in mid-pregnancy. Mothers reported children's emotional behaviour at age 3 and 5 years by questionnaires including twenty items from the Child Behaviour Checklist. Longitudinal associations were examined using generalised estimating equations, adjusted for potential confounders and stratified by maternal fish intake. RESULTS: Maternal blood Hg concentration (median=1.02 µg/L, 90th percentile=2.22, range=0-13.8) was not associated with emotional behaviour in children. Increasing dietary MeHg intake (median 0.15 µg/kg body weight/week, 90th percentiles=0.31, range=0-1.86) was significantly associated with lower internalising β=-0.03 (95% CI -0.05 to -0.00) and externalising child behaviours β=-0.04 (95% CI -0.07 to -0.02) in adjusted models. The inverse associations were also apparent when stratifying by low/high maternal fish intake (<400 and ≥400 g/week). CONCLUSIONS: The results indicated that prenatal MeHg exposure, well below the weekly tolerable intake established by European Food Safety Authority (1.3 µg/kg bw), did not adversely affect child emotional regulation. Children of mothers consuming fish regularly were less likely to show signs of emotional behavioural problems.",2022,"0.00102, 0.00015, 0.0013",Australia,,Human
Mercury,36581953,Environ Health,Prenatal exposure to heavy metal mixtures and anthropometric birth outcomes: a cross-sectional study.,"BACKGROUND: Numerous studies have suggested significant associations between prenatal exposure to heavy metals and newborn anthropometric measures. However, little is known about the effect of various heavy metal mixtures at relatively low concentrations. Hence, this study aimed to investigate associations between prenatal exposures to a wide range of individual heavy metals and heavy metal mixtures with anthropometric measures of newborns. METHODS: We recruited 975 mother-term infant pairs from two major hospitals in Israel. Associations between eight heavy metals (arsenic, cadmium, chromium, mercury, nickel, lead, selenium, and thallium) detected in maternal urine samples on the day of delivery with weight, length, and head circumference at birth were estimated using linear and Bayesian kernel machine regression (BKMR) models. RESULTS: Most heavy metals examined in our study were observed in lower concentrations than in other studies, except for selenium. In the linear as well as the BKMR models, birth weight and length were negatively associated with levels of chromium. Birth weight was found to be negatively associated with thallium and positively associated with nickel. CONCLUSION: By using a large sample size and advanced statistical models, we could examine the association between prenatal exposure to metals in relatively low concentrations and anthropometric measures of newborns. Chromium was suggested to be the most influential metal in the mixture, and its associations with birth weight and length were found negative. Head circumference was neither associated with any of the metals, yet the levels of metals detected in our sample were relatively low. The suggested associations should be further investigated and could shed light on complex biochemical processes involved in intrauterine fetal development.",2022,,Israel,,Human
Mercury,36508998,Biomed Pharmacother,"Effect of umbilical cord essential and toxic elements, thyroid levels, and Vitamin D on childhood development.","INTRODUCTION: The in-utero environment has dramatic effects on childhood development. We hypothesized prenatal levels of inorganic agents, thyroid levels, and Vitamin D effect childhood development. METHODS: Umbilical cord blood was collected from April 3, 2013 to January 30, 2014 and analyzed for 20 different elements, thyroid and Vitamin D. A retrospective review (n = 60) was performed of well-child examinations from birth to 5 years old (y.o.). RESULTS: There were associations with calcium and 4 month BMI (p = <0.01), 12 month language (p = 0.03); Magnesium and 6 month language (p = 0.04) and gross motor skills at 5 years old (y.o.) (p = 0.03); Copper and 12 month fine motor (p = 0.02); Zinc with fine motor (p = <0.01) and language (p = 0.03) at 2 y.o.; Manganese was associated with language development at 2 y.o. (p = 0.02); Molybdenum and fine motor at 12 months of age (p = 0.02); Selenium with gross motor (p = 0.04) and BMI (p = 0.02) at 5 y.o.; Lead with cognitive function at 4 months (p = 0.04) and 2 y.o. (p = 0.01); Mercury with gross motor at 4 months (p = 0.04) and language at 2 y.o. (p = 0.02). Platinum at 12 months of age (p = <.01) as well as multiple associations at 5 y.o. (p = <.01). Thyroid function tests for free T3 were associated with multiple cognitive and physical milestones. T3 Uptake was associated with 5 y.o. gross motor skills (p = 0.02). Total and Free T4 was associated with cognitive development (p = <.01) and fine motor development, respectively. Vitamin D was associated with a delay of fine motor development (p<0.01). CONCLUSION: There were multiple associations between umbilical cord essential and toxic elements, thyroid levels, and Vitamin D on childhood development.",2023,,USA,,Human
Mercury,36493676,Int J Hyg Environ Health,Associations of metal mixtures in the meconium with birth outcomes in northern Taiwan.,"Previous studies investigated prenatal exposure to neurotoxic metals in relation to birth anthropometrics. However, limited information has been developed on associations with birth outcomes of fetal exposure to metal mixtures using the meconium as a biomarker. The purpose of this study was to evaluate relationships of the combined effects of mercury (Hg), lead (Pb), cadmium (Cd), and arsenic (As) concentrations in the meconium on birth outcomes (i.e., birth weight, birth length, and head circumference). This cross-sectional study was conducted in northern Taiwan between January 2007 and December 2009. We collected 526 meconium samples within the first 24 h after birth to measure the in utero mixed-metal exposure determined using inductively coupled plasma/mass spectrometry (ICP-MS). We used a multivariable regression and Bayesian kernel machine regression (BKMR) to estimate associations of the combined effects and identify important mixture components with growth impairments. Our results revealed Hg, Pb, Cd, and As concentrations in the meconium and enhanced the quantity of research on meconium analyses. The overall effects of Hg, Pb, Cd, and As concentrations in the meconium as prenatal exposure biomarkers were negatively associated with birth growth. Fetal exposure to Hg and Pb was correlated with decreased birth weights. Hg and Pb concentrations in the meconium were linearly inversely related to the birth weight, birth length, and head circumference. Effects of fetal exposure to As and Cd on birth outcomes were not obvious. A significant increasing relationship was detected between Hg concentrations in the meconium and maternal fish consumption during pregnancy. Higher Pb concentrations in the meconium were observed among infants of mothers who consumed Chinese herbal medicines. Reducing maternal fish consumption and Chinese herbal medicine consumption during pregnancy could limit infant exposure to metals.",2023,,Taiwan,,Human
Mercury,36463992,Environ Res,Association between prenatal metals exposure and blood pressure in 5-6 years children: A birth cohort study.,"BACKGROUND: The trajectory of blood pressure (BP) from childhood to early middle age suggested that individuals with elevated BP in early childhood were more likely to be affected by cardiovascular disease in adulthood. Exposure to metals may affect BP in children, and pregnancy is a sensitive time for metal exposure. This study assessed the relationship between different stages of prenatal exposure to metals or metal mixtures and BP in children aged 5-6 years. METHODS: The study included 2535, 2680, 2534 mother-child pairs in three trimesters, from the Ma'anshan birth cohort study (MABC). We collected maternal blood samples during pregnancy and measured the serum levels of four metals (arsenic, selenium, cadmium, and mercury). BP was measured in children aged 5-6 years. A linear regression model and Bayesian kernel machine regression (BKMR) were used to explore associations between prenatal exposure to metals at different stages and multiple metal exposure with BP in children aged 5-6 years. RESULTS: Associations were observed between the arsenic in the third trimester and children's diastolic blood pressure (DBP) (β = 0.88, 95% CI: 0.44, 1.33), systolic blood pressure (SBP) (β = 0.72, 95% CI: 0.19, 1.24) and mean arterial pressure (MAP) (β = 0.83, 95% CI: 0.42, 1.23), as well as between the mercury and children's DBP (β = 0.65, 95% CI: 0.13, 1.16) and MAP (β = 0.60, 95% CI: 0.14, 1.07). The BKMR analysis showed that multiple metals had a significant positive joint effect on children's DBP, SBP and MAP. A potential interaction between arsenic and mercury was observed (β = -0.85, 95% CI: -1.62, -0.08). CONCLUSIONS: Exposure to arsenic and mercury during pregnancy was associated with altered BP in children. The third trimester may represent an important window of opportunity to reduce the effects of metal exposure on children's blood pressure and long-term health.",2023,,China,,Human
Mercury,36455248,Epidemiology,Associations of Prenatal First Trimester Essential and Nonessential Metal Mixtures with Body Size and Adiposity in Childhood.,"BACKGROUND: Prenatal nonessential metals may contribute to postnatal adiposity, whereas essential metals may have metabolic benefits. We evaluated joint and individual associations between prenatal metals and childhood adiposity. METHODS: We measured concentrations of six nonessential (arsenic, barium, cadmium, cesium, lead, and mercury) and four essential (magnesium, manganese, selenium, and zinc) metals in first trimester maternal blood from a prebirth cohort. We collected anthropometric measures in early childhood, mid-childhood, and early adolescence including subscapular+tricep skinfold thickness (mm) (N = 715-859), waist circumference (cm) (N = 717-882), and body mass index (BMI) (z-score) (N = 716-875). We measured adiposity in mid-childhood and early adolescence using bone densitometry total- and trunk- fat mass index (kg/m 2 ) (N = 511-599). We estimated associations using adjusted quantile g-computation and linear regression. RESULTS: The nonessential metal mixture was associated with higher total (β = 0.07, 95% CI = 0.01, 0.12) and trunk fat mass index (β = 0.12, CI = 0.02, 0.22), waist circumference (β = 0.01, CI = 0.00, 0.01), and BMI (β = 0.24, CI = 0.07, 0.41) in mid-childhood, and total fat mass index (β = 0.07, CI = 0.01, 0.14), and BMI (β = 0.19, CI = 0.02, 0.37) in early adolescence. The essential metal mixture was associated with lower early adolescence total-(β = -0.11, CI = -0.17, -0.04) and trunk- fat mass index (β = -0.13, CI = -0.21, -0.05), subscapular+tricep skinfold thickness (β = -0.02, CI = -0.03, -0.00), waist circumference (β = -0.003, CI = -0.01, -0.00), and BMI (β = -0.16, CI = -0.28, -0.04). Cadmium and cesium were individually associated with childhood adiposity at different timepoints. CONCLUSIONS: Prenatal first-trimester essential metals were associated with lower childhood adiposity, whereas nonessential metals were associated with higher adiposity into adolescence.",2023,,USA,,Human
Mercury,38455310,Front Epidemiol,Associations between biomarkers of prenatal metals exposure and non-nutritive suck among infants from the PROTECT birth cohort in Puerto Rico.,"BACKGROUND/AIM: Infant non-nutritive suck (NNS) has been used as an early marker of neonatal brain function. Although there is an established relationship between prenatal exposure to certain metals and brain development, the association between metal exposure and NNS has not been explored. Therefore, in this study we assessed associations between maternal urinary metal(loid) concentrations and NNS measurements among infants from the Puerto Rico PROTECT birth cohort. We hypothesized that maternal urinary metal(loid) concentrations are significantly associated with infant NNS measures in a sex-dependent manner. METHODS: We measured urinary concentrations of 14 metal(loid)s in pregnant women at up to three time points in pregnancy. The geometric mean of each metal(loid) for each pregnant woman was calculated and used as an exposure measurement across gestation. NNS measurements (duration, frequency, amplitude, bursts/min, cycles/burst, cycles/min) were collected from infants between 4 and 6 (±2 weeks) weeks of age using our custom research pacifier. Linear regression was used to estimate associations between urinary metal(loid) concentrations across pregnancy and continuous NNS variables. Sex-specific effects were estimated using interaction terms between NNS variables and infant sex. RESULTS: We observed significant positive associations between mercury, manganese, and tin with NNS duration (mercury: %Δ = 1.08, 95% CI: 0.42, 1.74; manganese: %Δ = 0.67, 95% CI: 0.15, 1.20; tin: %Δ = 0.83, 95% CI: 0.17, 1.49) and NNS cycles/burst (mercury: %Δ = 1.85, 95% CI: 0.58, 3.11; manganese: (%Δ = 1.37, 95% CI: 0.40, 2.34; tin: %Δ = 1.68, 95% CI: 0.46, 2.91). Furthermore, the association between NNS cycles/min with cadmium (%Δ = 8.06, 95% CI: 3.33, 12.78), manganese (%Δ = 4.44, 95% CI: 1.40, 7.47), and tin (%Δ = 4.50, 95% CI: 0.81, 8.18) were in the opposite direction from its association with zinc (%Δ = -9.30, 95% CI: -14.71, -3.89), as well as with copper (%Δ = -6.58, 95% CI: -12.06, -1.10). For the sex-stratified analysis, the negative associations between metal(loid)s and NNS duration were predominantly driven by male infants; however, the negative associations between metal(loid)s and NNS bursts/min were mainly driven by female infants. CONCLUSION: We observed significant associations between prenatal metal(loid) exposure and NNS measurements among infants from the ongoing Puerto Rico PROTECT cohort. Similar to previous studies that have demonstrated associations between NNS and subsequent neurodevelopment, this study highlights the potential of NNS as a quantitative index to measure altered neurodevelopment from prenatal metal(loid) exposures. We believe this study will inform future efforts aimed at reducing health risks related to early life metal exposures, such as developing early identification of metal-induced adverse outcomes in child neurodevelopment.",2022,,USA,brain,Human
Mercury,36422900,Toxics,Prenatal Metal Exposures and Associations with Kidney Injury Biomarkers in Children.,"Prenatal exposure to arsenic (As), cadmium (Cd), mercury (Hg), and lead (Pb) may be nephrotoxic, yet limited studies have examined subclinical kidney injury biomarkers in children. We assessed whether metal exposure in the second trimester (2T), a crucial time of kidney development, is associated with altered urine kidney injury and function biomarkers in preadolescent children. Analyses included 494 children participating in a birth cohort study in Mexico City. Concentrations of As, Cd, and Pb were measured from pregnant women in 2T blood and urine, and Hg in urine only. Kidney biomarkers were measured from children in urine at age 8-12 years. We assessed the associations between individual metals and (1) kidney biomarkers using linear regression and (2) a multi-protein kidney mixture using weighted quantile sum (WQS) regression. Associations of separate urine and blood metal mixtures with individual kidney biomarkers were assessed via WQS. Within the multi-protein mixture, the association with increased urinary As was predominated by urine alpha-1-microglobulin (A1M), interferon gamma-induced protein 10 (IP10), and fatty acid binding protein 1; the association with increased urinary Cd was predominated by A1M, clusterin, and albumin. The urine metal mixture was associated with increased albumin (0.23 ng/mL; 95% confidence interval (CI): 0.10, 0.37), IP10 (0.15 ng/mL; 95% CI: 0.02, 0.28), and cystatin C (0.17 ng/mL; 95% CI: 0.04, 0.31); these associations were mainly driven by urinary As and Cd. We observed null associations between prenatal blood or urine metal mixtures and estimated glomerular filtration rate. Higher prenatal urinary metals, individually and as a mixture were associated with altered kidney injury biomarkers in children. Further research and longer participant follow-up are required to ascertain the risk of kidney disease later in life.",2022,"0.00023, 0.00015, 0.00017",USA,kidney,Human
Mercury,36293596,Int J Environ Res Public Health,"Prenatal Co-Exposure to Manganese, Mercury, and Lead, and Neurodevelopment in Children during the First Year of Life.","Lead (Pb), mercury (Hg), and manganese (Mn) are neurotoxic, but little is known about the neurodevelopmental effects associated with simultaneous prenatal exposure to these metals. We aimed to study the associations of Pb, Hg, and Mn prenatal levels (jointly and separately) with neurodevelopment in the first year of life. Methods: Pb, Hg, and Mn blood lead levels were measured in 253 pregnant women. Their offspring's neurodevelopment was assessed through the Bayley Scale of Infant Development III® at one, three, six, and twelve months. The metals' mean blood levels (µg/L) were Pb = 11.2, Hg = 2.1, and Mn = 10.2. Mean language, cognitive, and motor development scores of the infants at each age were between low-average and average. Multilevel models' results showed that language development coefficients of the offspring decreased by 1.5 points per 1 µg/dL increase in maternal blood lead levels (p = 0.002); the magnitude of the aforementioned association increased in children with maternal blood Mn < 9.6 µg/L (ß = -1.9, p = 0.003) or Hg > 1.9 µg/L (ß = -1.6, p = 0.013). Cognitive and motor development had negative associations with maternal blood Pb levels; the latter was statistically significant when the interaction term between Pb, Mn, and Hg was included (ß = -0.037, p = 0.03). Prenatal exposure to low Pb levels may impair infants' neurodevelopment in the first year of life, even more so if they are exposed to Hg or deficient in Mn.",2022,"0.0096, 0.0019",Mexico,,Human
Mercury,36272631,Chemosphere,Association of paternal cadmium and other heavy metal exposure to birth outcomes using propensity score matching.,"BACKGROUND: Human exposure to cadmium has various effects on health, especially on male reproductive organs. Although it is widely known that prenatal maternal cadmium exposure can affect birth outcomes, the effect of paternal exposure to cadmium remains unclear. OBJECTIVES: This study aimed to evaluate the effect of paternal cadmium exposure on fetal growth by considering maternal cadmium exposure and exposure to other heavy metals, namely mercury and lead. METHODS: The Mothers and Children's Environmental Health (MOCEH) study is a prospective birth cohort study in Korea. Overall, 1313 families (father-mother-child triple) without child abnormalities and who completed paternal whole blood cadmium assessments were included in this study. Families were divided into two subgroups based on the blood sampling periods, namely early and late pregnancy. Subjects were selected as follows: one family triple with a high level of paternal cadmium and two triples with low levels of paternal cadmium, using the method of propensity score matching. And linear regression analyses were performed. RESULTS: The group with high paternal cadmium exposure (80% or more; 1.93 μg/L) had lower birth weight infants compared to the group with low cadmium concentrations (β(se) = -0.21(0.10); p-value = 0.0283). After stratification by infant sex, prenatal paternal cadmium exposure significantly reduced the birth weight of females in subgroups of different sampling times, namely early pregnancy (β(se) = -0.52 (0.22); p-value = 0.0170) and late pregnancy (β(se) = -0.43 (0.18); p-value = 0.0160). Finally, after performing propensity score matching in the early pregnancy measurement group, it was found that the prenatal exposure of father to cadmium significantly reduced birth weight in females (β(se) = -0.72(0.25); p-value = 0.0047). CONCLUSION: This study assessed the effect of paternal cadmium exposure on birth outcomes in family units consisting of a father, mother, and child. Prenatal paternal cadmium exposure negatively affected birth weight, especially that of female, considering covariates and other heavy metals exposure, namely mercury and lead.",2023,0.00193,South Korea,,Human
Mercury,36176303,Front Genet,Methylmercury-induced DNA methylation-From epidemiological observations to experimental evidence.,"Methylmercury (MeHg) is a developmental neurotoxicant, and one potential mechanism of MeHg toxicity is epigenetic dysregulation. In a recent meta-analysis of epigenome-wide association studies (EWAS), associations between prenatal MeHg exposure and DNA methylation at several genomic sites were identified in blood from newborns and children. While EWASs reveal human-relevant associations, experimental studies are required to validate the relationship between exposure and DNA methylation changes, and to assess if such changes have implications for gene expression. Herein, we studied DNA methylation and gene expression of five of the top genes identified in the EWAS meta-analysis, MED31, MRPL19, GGH, GRK1, and LYSMD3, upon MeHg exposure in human SH-SY5Y cells exposed to 8 or 40 nM of MeHg during differentiation, using bisulfite-pyrosequencing and qPCR, respectively. The concentrations were selected to cover the range of MeHg concentrations in cord blood (2-8.5 μg/L) observed in the cohorts included in the EWAS. Exposure to MeHg increased DNA methylation at MED31, a transcriptional regulator essential for fetal development. The results were in concordance with the epidemiological findings where more MED31 methylation was associated with higher concentrations of MeHg. Additionally, we found a non-significant decrease in DNA methylation at GGH, which corresponds to the direction of change observed in the EWAS, and a significant correlation of GGH methylation with its expression. In conclusion, this study corroborates some of the EWAS findings and puts forward candidate genes involved in MeHg's effects on the developing brain, thus highlighting the value of experimental validation of epidemiological association studies.",2022,0.0085,Sweden,brain,Human
